win,time,turretsLost,inhibitorsLost,turretTakedowns,inhibitorTakedowns,nexusTakedowns,bountyLevel,turretKills,deaths,damageDealtToTurrets,inhibitorKills,assists,kills,killingSprees,goldEarned,champExperience,champLevel,dragonKills,baronKills,totalDamageDealtToChampions,firstTowerKill,visionScore,neutralMinionsKilled,totalTimeCCDealt,detectorWardsPlaced,matchCount,rank
0.4753148037308068,1973.152084808461,6.468985346821393,1.1746624616975372,1.9741281535872452,0.4910260321207078,0.2244393734060424,0.823173399496129,1.0363045395936143,7.17188999044918,2733.0749689401378,0.19326886130311294,8.747649984180365,6.241754172957855,1.4042917728617479,11838.187014045476,14303.685541196985,15.016571440768002,0.39788588821435483,0.08940820120008179,20189.38765335942,0.0672330368104255,25.548742107484067,31.299859537364423,246.65620051502913,1.4265622582448292,1.563003818413237,11
0.45508507372575774,1979.2405881398452,6.560189486879548,1.218183646361641,1.9474035194680746,0.48015261558467515,0.21391185728177428,0.7761091773548541,1.0565048136611799,7.449954511520471,2725.1557160045663,0.1894246505605073,8.406182248813362,6.021535852451182,1.3359908926347825,11693.980914063506,14162.461245615988,14.926397486708883,0.39154380226479224,0.08093041135152666,19469.477222672875,0.07060468405302509,23.871034678192913,30.354384102862777,239.2520216731563,1.2184717093398014,1.5684512428298278,12
0.4538885746437441,1985.9861167947467,6.678481444696346,1.2729410418141132,1.822619890639795,0.44643815659752323,0.21228476007502248,0.6779240477991605,0.9795367434476645,7.629438108499065,2552.253038874867,0.1748989022413164,8.282630720121718,5.631418273705797,1.2250032083555844,11421.77508109059,13968.606908661064,14.81739784906485,0.3724717867400967,0.07966051233625933,18495.45759059226,0.06979436982796274,23.41141779656992,30.968793321232557,234.65966299909303,1.1400003376613494,1.5328990228013029,13
0.4354186170374972,1993.9961439459528,6.738028960143594,1.2999812426593196,1.6895536044797699,0.39716851540484677,0.1843404872361737,0.6367581856763481,0.903948756750999,7.748846649216817,2368.645506788565,0.15196166609030304,7.761697562177343,5.4357526019114415,1.1845291999288405,11261.59953701223,13777.862222164122,14.725058043273231,0.40519673622836594,0.06882666031784142,17035.73401992547,0.05867185839871468,20.48106341026389,35.60446681323461,226.9357734970928,0.8246972769461317,1.5957810718358039,14
0.5017564423677816,1943.6171617002165,6.17973579948721,1.0720860218810357,2.1691957739330676,0.5404866190522045,0.2442879144566511,0.9804134923914226,1.1654062896451038,6.651769180566649,3028.3473710549183,0.20443020567105785,8.963946892579827,6.630386488654266,1.501932765640891,12314.793697903639,14571.146562445812,15.176812255638778,0.4203377142886629,0.10205834004148337,21543.92142672328,0.07707857255156451,28.837324015809152,34.11893860565698,256.02211028665965,1.958292156333783,1.638845187822583,21
0.47815532463031174,1951.8317834920374,6.341362619850693,1.125126889840699,2.092904353467775,0.521395667741712,0.23653703951243402,0.9195136692364845,1.128733275233291,6.825550390214803,2943.4788986908425,0.201127943159453,8.887460497864744,6.497975653368171,1.4635104125880047,12186.560224988625,14481.608782767562,15.123032289040689,0.42391995387339904,0.09607776047644426,21184.133172801576,0.0759045892469461,28.247640364991668,33.892237555135246,256.22844609924033,1.7906219327151447,1.64445861497258,22
0.46656070382488407,1961.4200172871488,6.438957887629638,1.1630449795093145,2.04535665504164,0.5034844427634019,0.22468846158355035,0.873203847221468,1.115419997994098,6.9624781270451415,2936.7218940478347,0.2011774843210037,8.805323766073199,6.454780807100158,1.4574788732617938,12121.118724541695,14444.498625162203,15.088390724057778,0.41175230808578667,0.09274913031695733,21076.405960960117,0.07408554196917208,27.28423751844879,33.14274758336653,254.1069523547941,1.6259011402433605,1.6419008686765457,23
0.45270054615941285,1966.0104454643438,6.5558143053679725,1.2087866667202476,1.9777982109280978,0.4865562287604143,0.22072039980356178,0.8189977813701625,1.074598676696517,7.118865579207717,2841.113877469353,0.19121773538849277,8.640196894951641,6.266599990639232,1.4077419771333388,11910.04446969468,14287.889071875114,15.00723245933632,0.40012912691526653,0.08743487690383162,20439.681182895336,0.07027999206691159,26.304644891035593,31.71423807667172,249.53861262232374,1.511919359392619,1.6275577623833741,24
0.5165988748694877,1918.24336833962,6.015351228727052,0.999622787759041,2.2403970834836087,0.5573575474661212,0.2523489480160897,1.039127578864989,1.183738048200792,6.444160077564956,3059.175419436574,0.20669614302153327,9.213291998221719,6.687290410250461,1.5250645172312418,12496.463343519876,14630.782884223383,15.228533355338572,0.4304046048081656,0.11767434636373754,21889.827959870698,0.08020994356477011,31.063574025313752,35.637963987032485,262.4865341345837,2.4888107927577447,1.7664761775944273,31
0.4966892784535081,1925.249009772477,6.168469371627312,1.049432447644972,2.1870762986515615,0.540779188269368,0.24258203371439757,1.0019409910187262,1.1711150193148674,6.550641206531164,3034.0523846764113,0.20373425245618662,9.06277470883937,6.590140321745065,1.494792267979056,12427.539321953607,14615.409340982318,15.21566956529325,0.42535108469337346,0.11108241116278367,21649.00870086121,0.07896919464109368,30.472939425450353,35.153471951490204,263.62494674514414,2.3517767508826224,1.8146669859769564,32
