0,1,2,3,4
74.0,32.0,45.0,202.0,21.0
133.0,5.0,517.0,498.0,21.0
31.0,30.0,104.0,236.0,101.0
17.0,104.0,103.0,236.0,267.0
777.0,234.0,68.0,202.0,350.0
122.0,113.0,42.0,4.0,82.0
126.0,30.0,26.0,81.0,53.0
24.0,59.0,11.0,22.0,101.0
84.0,64.0,4.0,81.0,888.0
200.0,75.0,145.0,236.0,99.0
876.0,62.0,112.0,202.0,111.0
78.0,20.0,103.0,202.0,235.0
114.0,30.0,238.0,81.0,99.0
875.0,35.0,7.0,157.0,432.0
41.0,200.0,268.0,81.0,53.0
113.0,30.0,234.0,81.0,43.0
114.0,76.0,555.0,221.0,164.0
154.0,35.0,103.0,81.0,412.0
58.0,203.0,99.0,67.0,89.0
157.0,30.0,103.0,96.0,117.0
86.0,56.0,517.0,15.0,99.0
114.0,131.0,23.0,202.0,555.0
113.0,200.0,84.0,235.0,412.0
10.0,35.0,112.0,145.0,555.0
126.0,64.0,3.0,81.0,99.0
50.0,35.0,80.0,119.0,53.0
86.0,238.0,777.0,21.0,45.0
42.0,200.0,14.0,221.0,888.0
41.0,163.0,777.0,145.0,111.0
106.0,64.0,268.0,29.0,117.0
120.0,876.0,22.0,7.0,235.0
14.0,104.0,105.0,81.0,21.0
75.0,9.0,517.0,51.0,99.0
54.0,141.0,163.0,21.0,50.0
518.0,104.0,516.0,67.0,412.0
23.0,29.0,711.0,81.0,99.0
2.0,104.0,69.0,236.0,267.0
50.0,64.0,112.0,360.0,163.0
122.0,141.0,30.0,81.0,497.0
17.0,104.0,55.0,51.0,235.0
54.0,19.0,157.0,236.0,267.0
113.0,245.0,238.0,350.0,81.0
24.0,48.0,142.0,360.0,412.0
106.0,104.0,55.0,202.0,101.0
145.0,421.0,91.0,81.0,888.0
106.0,19.0,517.0,81.0,111.0
10.0,28.0,13.0,202.0,267.0
106.0,154.0,7.0,145.0,89.0
126.0,64.0,50.0,498.0,99.0
75.0,76.0,61.0,96.0,117.0
36.0,876.0,134.0,81.0,53.0
58.0,30.0,711.0,67.0,888.0
22.0,82.0,103.0,96.0,117.0
68.0,79.0,157.0,202.0,63.0
57.0,200.0,517.0,360.0,80.0
36.0,876.0,777.0,81.0,26.0
68.0,203.0,238.0,145.0,117.0
876.0,234.0,42.0,81.0,350.0
79.0,203.0,112.0,429.0,497.0
516.0,76.0,61.0,236.0,111.0
106.0,141.0,90.0,145.0,53.0
113.0,163.0,246.0,81.0,143.0
106.0,62.0,42.0,202.0,412.0
106.0,234.0,4.0,221.0,117.0
164.0,5.0,142.0,498.0,497.0
2.0,76.0,103.0,145.0,26.0
517.0,62.0,112.0,81.0,53.0
41.0,104.0,45.0,69.0,111.0
106.0,62.0,103.0,360.0,497.0
164.0,163.0,142.0,221.0,111.0
14.0,200.0,4.0,119.0,888.0
54.0,35.0,10.0,81.0,117.0
887.0,27.0,103.0,22.0,101.0
39.0,131.0,234.0,221.0,350.0
887.0,104.0,84.0,235.0,223.0
92.0,887.0,45.0,81.0,43.0
75.0,141.0,4.0,96.0,117.0
777.0,35.0,103.0,110.0,25.0
24.0,254.0,157.0,51.0,99.0
83.0,106.0,157.0,236.0,267.0
887.0,121.0,360.0,84.0,99.0
234.0,203.0,84.0,51.0,89.0
420.0,163.0,42.0,235.0,117.0
516.0,234.0,103.0,236.0,432.0
82.0,62.0,42.0,81.0,267.0
266.0,68.0,20.0,81.0,50.0
17.0,131.0,777.0,202.0,21.0
114.0,28.0,112.0,429.0,80.0
420.0,64.0,4.0,29.0,50.0
74.0,120.0,101.0,236.0,57.0
86.0,9.0,103.0,119.0,350.0
114.0,200.0,38.0,145.0,50.0
164.0,234.0,27.0,360.0,117.0
83.0,19.0,103.0,236.0,53.0
86.0,23.0,55.0,81.0,21.0
223.0,11.0,142.0,99.0,360.0
41.0,79.0,777.0,21.0,22.0
39.0,35.0,7.0,21.0,16.0
10.0,59.0,45.0,222.0,25.0
3.0,76.0,266.0,221.0,350.0
78.0,9.0,43.0,202.0,80.0
41.0,107.0,127.0,523.0,888.0
887.0,9.0,238.0,555.0,145.0
113.0,78.0,142.0,221.0,26.0
79.0,876.0,23.0,96.0,117.0
24.0,234.0,112.0,21.0,555.0
98.0,141.0,80.0,221.0,888.0
23.0,245.0,777.0,18.0,350.0
107.0,35.0,4.0,236.0,267.0
79.0,64.0,711.0,81.0,43.0
114.0,163.0,777.0,429.0,57.0
142.0,62.0,50.0,119.0,111.0
24.0,163.0,517.0,236.0,267.0
79.0,234.0,63.0,202.0,25.0
85.0,62.0,90.0,81.0,35.0
107.0,106.0,103.0,221.0,432.0
150.0,5.0,157.0,360.0,101.0
24.0,141.0,84.0,221.0,90.0
777.0,48.0,38.0,81.0,235.0
420.0,200.0,103.0,202.0,235.0
84.0,33.0,777.0,81.0,43.0
17.0,120.0,39.0,81.0,143.0
86.0,131.0,157.0,145.0,53.0
41.0,245.0,63.0,360.0,76.0
202.0,78.0,84.0,39.0,101.0
82.0,20.0,18.0,145.0,350.0
122.0,131.0,157.0,67.0,99.0
17.0,164.0,157.0,145.0,888.0
876.0,62.0,55.0,81.0,101.0
122.0,234.0,103.0,157.0,117.0
114.0,104.0,45.0,67.0,350.0
516.0,102.0,136.0,67.0,22.0
157.0,64.0,105.0,81.0,21.0
67.0,875.0,112.0,360.0,89.0
266.0,11.0,777.0,202.0,350.0
104.0,77.0,112.0,360.0,111.0
2.0,876.0,777.0,145.0,432.0
86.0,30.0,104.0,221.0,111.0
10.0,19.0,4.0,22.0,21.0
19.0,154.0,3.0,81.0,161.0
164.0,200.0,55.0,360.0,59.0
104.0,238.0,64.0,51.0,25.0
75.0,24.0,112.0,145.0,22.0
420.0,59.0,103.0,429.0,412.0
517.0,48.0,64.0,81.0,37.0
23.0,126.0,142.0,236.0,20.0
48.0,98.0,99.0,360.0,101.0
98.0,64.0,69.0,235.0,223.0
83.0,131.0,157.0,81.0,43.0
222.0,141.0,777.0,41.0,25.0
887.0,120.0,86.0,202.0,50.0
875.0,200.0,777.0,360.0,111.0
41.0,120.0,69.0,21.0,350.0
119.0,200.0,103.0,236.0,99.0
68.0,60.0,777.0,22.0,143.0
68.0,56.0,131.0,81.0,99.0
75.0,30.0,112.0,18.0,101.0
157.0,5.0,45.0,18.0,34.0
86.0,154.0,63.0,67.0,555.0
516.0,245.0,18.0,222.0,48.0
41.0,62.0,142.0,235.0,143.0
122.0,104.0,103.0,145.0,267.0
48.0,77.0,99.0,202.0,74.0
122.0,104.0,61.0,236.0,888.0
86.0,234.0,103.0,202.0,40.0
114.0,62.0,246.0,429.0,350.0
68.0,131.0,39.0,145.0,29.0
122.0,35.0,268.0,236.0,111.0
164.0,20.0,163.0,429.0,117.0
39.0,62.0,61.0,360.0,235.0
266.0,154.0,4.0,498.0,76.0
41.0,104.0,4.0,221.0,235.0
82.0,91.0,105.0,236.0,412.0
62.0,102.0,91.0,498.0,497.0
875.0,234.0,112.0,360.0,111.0
113.0,64.0,84.0,221.0,21.0
82.0,141.0,876.0,81.0,235.0
200.0,82.0,517.0,429.0,80.0
164.0,254.0,98.0,96.0,9.0
84.0,141.0,777.0,360.0,32.0
39.0,104.0,54.0,81.0,21.0
517.0,64.0,90.0,523.0,35.0
518.0,36.0,127.0,236.0,412.0
2.0,77.0,142.0,15.0,497.0
43.0,62.0,24.0,81.0,103.0
31.0,202.0,7.0,81.0,101.0
92.0,5.0,517.0,236.0,99.0
17.0,33.0,245.0,498.0,111.0
54.0,154.0,157.0,145.0,888.0
114.0,131.0,103.0,67.0,161.0
106.0,64.0,142.0,119.0,53.0
2.0,234.0,61.0,202.0,154.0
240.0,876.0,518.0,81.0,21.0
114.0,104.0,163.0,222.0,412.0
777.0,91.0,84.0,119.0,117.0
10.0,60.0,112.0,221.0,53.0
103.0,24.0,350.0,29.0,80.0
104.0,238.0,157.0,222.0,350.0
150.0,234.0,27.0,202.0,555.0
8.0,5.0,7.0,18.0,350.0
54.0,56.0,157.0,236.0,25.0
62.0,24.0,127.0,81.0,43.0
10.0,234.0,517.0,145.0,497.0
5.0,246.0,103.0,498.0,143.0
57.0,200.0,238.0,22.0,117.0
67.0,30.0,64.0,360.0,53.0
114.0,39.0,7.0,18.0,235.0
777.0,238.0,268.0,145.0,101.0
50.0,104.0,103.0,202.0,21.0
266.0,104.0,517.0,81.0,235.0
50.0,28.0,84.0,67.0,48.0
517.0,234.0,84.0,360.0,143.0
150.0,24.0,103.0,51.0,350.0
54.0,48.0,101.0,110.0,99.0
236.0,24.0,134.0,51.0,350.0
429.0,20.0,103.0,360.0,555.0
114.0,234.0,91.0,202.0,99.0
24.0,876.0,875.0,81.0,350.0
41.0,113.0,39.0,96.0,12.0
41.0,163.0,777.0,523.0,43.0
64.0,427.0,10.0,81.0,117.0
887.0,234.0,112.0,202.0,147.0
223.0,163.0,27.0,236.0,267.0
5.0,32.0,69.0,51.0,101.0
777.0,64.0,4.0,360.0,888.0
166.0,131.0,157.0,145.0,111.0
777.0,421.0,38.0,236.0,89.0
114.0,30.0,131.0,360.0,25.0
106.0,203.0,45.0,202.0,235.0
83.0,131.0,200.0,498.0,89.0
122.0,141.0,103.0,69.0,888.0
106.0,421.0,266.0,360.0,99.0
17.0,30.0,238.0,96.0,117.0
106.0,30.0,90.0,145.0,111.0
875.0,56.0,55.0,360.0,16.0
106.0,64.0,45.0,81.0,117.0
122.0,91.0,105.0,222.0,53.0
887.0,56.0,711.0,236.0,267.0
57.0,64.0,103.0,429.0,235.0
50.0,62.0,157.0,18.0,143.0
39.0,64.0,131.0,498.0,16.0
84.0,17.0,517.0,236.0,350.0
54.0,64.0,61.0,51.0,101.0
420.0,64.0,127.0,145.0,9.0
92.0,154.0,45.0,119.0,143.0
517.0,19.0,67.0,39.0,157.0
10.0,9.0,80.0,18.0,53.0
113.0,62.0,142.0,64.0,235.0
8.0,254.0,112.0,81.0,350.0
420.0,254.0,7.0,81.0,161.0
5.0,200.0,777.0,51.0,98.0
2.0,32.0,238.0,888.0,360.0
876.0,5.0,103.0,96.0,117.0
122.0,245.0,246.0,67.0,117.0
92.0,24.0,112.0,22.0,350.0
10.0,35.0,777.0,22.0,143.0
54.0,104.0,517.0,429.0,99.0
122.0,104.0,45.0,221.0,101.0
235.0,200.0,150.0,236.0,37.0
114.0,9.0,103.0,202.0,235.0
80.0,64.0,268.0,429.0,412.0
54.0,33.0,157.0,145.0,111.0
86.0,64.0,80.0,498.0,201.0
41.0,30.0,238.0,81.0,111.0
58.0,163.0,14.0,236.0,201.0
164.0,234.0,136.0,81.0,497.0
58.0,76.0,517.0,145.0,555.0
126.0,421.0,112.0,18.0,99.0
888.0,131.0,157.0,81.0,53.0
887.0,62.0,3.0,43.0,145.0
154.0,28.0,238.0,221.0,21.0
106.0,121.0,27.0,236.0,50.0
75.0,141.0,84.0,429.0,875.0
48.0,222.0,54.0,114.0,235.0
106.0,350.0,236.0,51.0,99.0
107.0,104.0,103.0,236.0,888.0
41.0,78.0,517.0,81.0,43.0
69.0,62.0,55.0,81.0,201.0
75.0,64.0,61.0,145.0,53.0
9.0,106.0,10.0,202.0,25.0
126.0,104.0,7.0,81.0,43.0
86.0,60.0,58.0,221.0,888.0
8.0,113.0,39.0,202.0,111.0
84.0,23.0,238.0,67.0,412.0
420.0,48.0,11.0,145.0,888.0
83.0,91.0,39.0,236.0,37.0
516.0,245.0,157.0,21.0,154.0
24.0,75.0,238.0,555.0,235.0
114.0,33.0,2.0,81.0,101.0
11.0,86.0,202.0,54.0,89.0
106.0,245.0,55.0,81.0,45.0
122.0,876.0,161.0,145.0,412.0
4.0,203.0,107.0,15.0,43.0
82.0,30.0,127.0,236.0,53.0
875.0,56.0,8.0,22.0,111.0
223.0,121.0,61.0,67.0,89.0
887.0,131.0,26.0,81.0,235.0
10.0,62.0,157.0,110.0,223.0
39.0,234.0,3.0,85.0,235.0
41.0,64.0,4.0,51.0,53.0
12.0,79.0,238.0,236.0,122.0
50.0,62.0,240.0,18.0,80.0
54.0,254.0,103.0,81.0,45.0
876.0,11.0,147.0,157.0,888.0
98.0,64.0,45.0,236.0,117.0
86.0,64.0,68.0,67.0,16.0
114.0,234.0,84.0,236.0,99.0
20.0,141.0,127.0,360.0,526.0
106.0,24.0,142.0,81.0,235.0
41.0,254.0,103.0,145.0,142.0
30.0,59.0,268.0,81.0,26.0
127.0,35.0,112.0,21.0,497.0
86.0,62.0,81.0,360.0,50.0
85.0,200.0,84.0,221.0,25.0
54.0,234.0,99.0,236.0,111.0
875.0,62.0,103.0,81.0,101.0
30.0,35.0,29.0,222.0,25.0
84.0,59.0,38.0,81.0,16.0
266.0,64.0,112.0,145.0,89.0
150.0,60.0,112.0,67.0,43.0
57.0,200.0,157.0,267.0,236.0
17.0,421.0,99.0,236.0,235.0
113.0,131.0,69.0,81.0,50.0
41.0,131.0,1.0,221.0,555.0
10.0,113.0,238.0,81.0,101.0
54.0,203.0,1.0,22.0,26.0
517.0,19.0,777.0,115.0,21.0
164.0,48.0,142.0,81.0,43.0
54.0,141.0,61.0,221.0,25.0
104.0,64.0,711.0,81.0,43.0
39.0,78.0,84.0,221.0,117.0
117.0,75.0,157.0,51.0,1.0
48.0,121.0,777.0,222.0,25.0
777.0,48.0,69.0,145.0,147.0
24.0,113.0,517.0,81.0,101.0
10.0,421.0,238.0,18.0,221.0
150.0,28.0,517.0,145.0,117.0
21.0,5.0,55.0,51.0,53.0
19.0,154.0,4.0,236.0,350.0
84.0,121.0,91.0,523.0,235.0
166.0,78.0,777.0,51.0,412.0
86.0,200.0,777.0,222.0,26.0
106.0,35.0,166.0,81.0,22.0
62.0,76.0,157.0,51.0,99.0
107.0,78.0,84.0,236.0,147.0
876.0,254.0,26.0,22.0,235.0
67.0,154.0,157.0,145.0,111.0
104.0,131.0,34.0,21.0,9.0
41.0,102.0,4.0,81.0,350.0
67.0,11.0,84.0,18.0,26.0
62.0,78.0,240.0,222.0,12.0
54.0,11.0,13.0,67.0,111.0
17.0,234.0,777.0,360.0,53.0
420.0,59.0,99.0,110.0,17.0
887.0,104.0,84.0,498.0,25.0
133.0,141.0,39.0,360.0,143.0
79.0,121.0,68.0,236.0,267.0
28.0,75.0,238.0,145.0,235.0
154.0,121.0,61.0,221.0,39.0
39.0,141.0,103.0,22.0,21.0
23.0,245.0,517.0,523.0,350.0
79.0,234.0,112.0,221.0,350.0
150.0,203.0,38.0,235.0,223.0
83.0,104.0,105.0,221.0,235.0
58.0,64.0,4.0,81.0,142.0
223.0,11.0,18.0,51.0,22.0
67.0,200.0,711.0,110.0,147.0
223.0,104.0,142.0,119.0,350.0
420.0,19.0,7.0,236.0,267.0
876.0,62.0,99.0,236.0,117.0
154.0,102.0,238.0,81.0,235.0
50.0,121.0,39.0,202.0,4.0
114.0,141.0,119.0,67.0,29.0
34.0,163.0,41.0,236.0,101.0
17.0,64.0,7.0,145.0,111.0
122.0,30.0,238.0,145.0,44.0
36.0,64.0,84.0,360.0,111.0
17.0,76.0,42.0,360.0,53.0
200.0,18.0,68.0,22.0,412.0
24.0,154.0,147.0,22.0,111.0
19.0,234.0,157.0,429.0,412.0
150.0,234.0,115.0,236.0,53.0
24.0,245.0,8.0,22.0,117.0
2.0,234.0,38.0,21.0,161.0
10.0,104.0,112.0,145.0,25.0
2.0,104.0,14.0,221.0,99.0
75.0,76.0,777.0,110.0,21.0
876.0,234.0,4.0,222.0,53.0
106.0,154.0,112.0,236.0,267.0
24.0,64.0,38.0,202.0,7.0
39.0,203.0,136.0,81.0,888.0
126.0,131.0,134.0,236.0,101.0
79.0,203.0,99.0,202.0,16.0
84.0,421.0,13.0,51.0,63.0
240.0,104.0,45.0,81.0,101.0
51.0,56.0,517.0,18.0,53.0
516.0,68.0,112.0,145.0,40.0
875.0,876.0,517.0,43.0,81.0
39.0,32.0,103.0,202.0,350.0
48.0,200.0,42.0,21.0,35.0
41.0,76.0,13.0,221.0,497.0
223.0,62.0,50.0,145.0,98.0
114.0,19.0,13.0,21.0,111.0
84.0,19.0,39.0,22.0,201.0
122.0,421.0,4.0,236.0,267.0
84.0,28.0,157.0,236.0,267.0
79.0,35.0,101.0,221.0,17.0
516.0,64.0,268.0,498.0,22.0
39.0,131.0,246.0,360.0,101.0
54.0,134.0,350.0,254.0,234.0
200.0,64.0,90.0,145.0,99.0
266.0,9.0,68.0,81.0,43.0
154.0,35.0,27.0,145.0,350.0
41.0,421.0,82.0,15.0,50.0
19.0,200.0,112.0,145.0,21.0
98.0,102.0,517.0,222.0,53.0
58.0,62.0,91.0,235.0,223.0
24.0,106.0,777.0,81.0,54.0
48.0,62.0,55.0,21.0,268.0
36.0,141.0,112.0,81.0,89.0
517.0,64.0,142.0,221.0,412.0
126.0,234.0,112.0,67.0,412.0
887.0,141.0,777.0,222.0,29.0
133.0,131.0,221.0,498.0,37.0
24.0,141.0,238.0,202.0,54.0
86.0,104.0,27.0,39.0,107.0
41.0,200.0,112.0,81.0,888.0
98.0,163.0,268.0,236.0,57.0
126.0,203.0,18.0,81.0,43.0
106.0,24.0,7.0,523.0,888.0
67.0,64.0,202.0,360.0,37.0
80.0,876.0,777.0,22.0,89.0
122.0,78.0,69.0,222.0,25.0
39.0,200.0,103.0,81.0,350.0
266.0,60.0,777.0,145.0,111.0
39.0,106.0,711.0,22.0,54.0
62.0,98.0,518.0,202.0,147.0
31.0,234.0,27.0,21.0,29.0
58.0,64.0,134.0,81.0,43.0
14.0,62.0,103.0,145.0,25.0
266.0,33.0,13.0,429.0,57.0
13.0,35.0,777.0,145.0,1.0
107.0,421.0,68.0,67.0,21.0
106.0,64.0,157.0,81.0,29.0
114.0,78.0,7.0,236.0,80.0
18.0,131.0,517.0,53.0,111.0
86.0,120.0,91.0,81.0,54.0
221.0,154.0,711.0,81.0,43.0
106.0,104.0,34.0,110.0,63.0
106.0,254.0,777.0,17.0,89.0
82.0,62.0,517.0,157.0,555.0
150.0,64.0,84.0,119.0,43.0
114.0,91.0,39.0,81.0,7.0
20.0,78.0,68.0,81.0,350.0
887.0,246.0,245.0,498.0,21.0
19.0,200.0,39.0,221.0,412.0
41.0,11.0,127.0,236.0,350.0
126.0,203.0,268.0,429.0,53.0
887.0,64.0,39.0,119.0,99.0
54.0,131.0,157.0,202.0,111.0
57.0,62.0,34.0,145.0,89.0
122.0,29.0,105.0,429.0,17.0
86.0,141.0,38.0,221.0,103.0
50.0,11.0,91.0,221.0,99.0
79.0,203.0,517.0,202.0,101.0
24.0,64.0,127.0,221.0,350.0
83.0,107.0,246.0,145.0,43.0
92.0,64.0,711.0,236.0,350.0
150.0,35.0,68.0,221.0,412.0
75.0,234.0,518.0,21.0,117.0
19.0,141.0,7.0,236.0,99.0
887.0,64.0,91.0,67.0,89.0
18.0,78.0,55.0,21.0,235.0
517.0,245.0,69.0,81.0,53.0
875.0,120.0,238.0,67.0,101.0
114.0,102.0,25.0,145.0,79.0
164.0,200.0,42.0,67.0,63.0
24.0,30.0,103.0,221.0,350.0
82.0,254.0,63.0,81.0,43.0
92.0,200.0,26.0,360.0,154.0
268.0,91.0,39.0,221.0,117.0
126.0,5.0,90.0,67.0,268.0
54.0,62.0,55.0,202.0,161.0
875.0,234.0,112.0,81.0,53.0
2.0,141.0,238.0,21.0,43.0
887.0,91.0,166.0,360.0,111.0
102.0,30.0,112.0,67.0,235.0
126.0,113.0,91.0,67.0,3.0
10.0,62.0,142.0,81.0,350.0
41.0,77.0,90.0,202.0,555.0
236.0,62.0,103.0,67.0,37.0
200.0,104.0,7.0,21.0,111.0
98.0,30.0,246.0,221.0,99.0
777.0,245.0,39.0,67.0,21.0
114.0,86.0,101.0,360.0,31.0
48.0,11.0,54.0,360.0,22.0
106.0,78.0,112.0,81.0,12.0
27.0,35.0,13.0,429.0,497.0
122.0,234.0,55.0,81.0,22.0
75.0,104.0,142.0,67.0,147.0
114.0,76.0,112.0,360.0,111.0
5.0,200.0,145.0,50.0,80.0
75.0,32.0,7.0,202.0,555.0
13.0,104.0,112.0,202.0,50.0
41.0,19.0,90.0,145.0,350.0
266.0,200.0,13.0,145.0,53.0
876.0,131.0,517.0,22.0,54.0
516.0,82.0,200.0,18.0,101.0
8.0,91.0,157.0,22.0,25.0
67.0,254.0,777.0,221.0,99.0
114.0,154.0,157.0,360.0,111.0
48.0,64.0,7.0,81.0,888.0
2.0,120.0,127.0,223.0,235.0
107.0,11.0,103.0,18.0,412.0
268.0,64.0,777.0,96.0,117.0
41.0,91.0,55.0,145.0,53.0
113.0,48.0,13.0,81.0,16.0
4.0,28.0,13.0,360.0,111.0
113.0,60.0,777.0,18.0,12.0
67.0,11.0,39.0,81.0,17.0
516.0,25.0,777.0,21.0,147.0
39.0,203.0,103.0,55.0,80.0
23.0,68.0,91.0,81.0,40.0
82.0,64.0,10.0,110.0,21.0
17.0,131.0,236.0,81.0,89.0
777.0,121.0,103.0,202.0,101.0
164.0,76.0,166.0,81.0,161.0
875.0,107.0,157.0,81.0,20.0
85.0,104.0,61.0,202.0,12.0
2.0,91.0,134.0,360.0,103.0
126.0,876.0,777.0,81.0,98.0
54.0,876.0,4.0,222.0,555.0
39.0,91.0,55.0,360.0,412.0
266.0,203.0,61.0,498.0,59.0
23.0,77.0,777.0,145.0,101.0
62.0,64.0,3.0,145.0,111.0
106.0,517.0,11.0,221.0,43.0
62.0,234.0,42.0,236.0,888.0
24.0,154.0,268.0,51.0,555.0
41.0,4.0,104.0,222.0,201.0
86.0,200.0,517.0,145.0,555.0
67.0,59.0,517.0,235.0,223.0
41.0,122.0,238.0,22.0,888.0
78.0,104.0,221.0,429.0,89.0
39.0,62.0,63.0,81.0,161.0
17.0,104.0,517.0,29.0,350.0
266.0,876.0,68.0,96.0,53.0
122.0,234.0,103.0,202.0,555.0
114.0,32.0,7.0,145.0,111.0
98.0,30.0,777.0,221.0,526.0
10.0,163.0,238.0,145.0,12.0
122.0,79.0,38.0,360.0,89.0
57.0,33.0,112.0,202.0,555.0
126.0,131.0,875.0,221.0,101.0
79.0,254.0,55.0,22.0,34.0
21.0,35.0,517.0,22.0,111.0
27.0,11.0,50.0,51.0,235.0
777.0,113.0,7.0,145.0,111.0
875.0,59.0,127.0,81.0,101.0
234.0,56.0,517.0,81.0,555.0
24.0,48.0,91.0,360.0,111.0
67.0,234.0,63.0,81.0,143.0
11.0,18.0,516.0,145.0,117.0
58.0,60.0,7.0,81.0,89.0
41.0,2.0,131.0,221.0,21.0
90.0,234.0,101.0,235.0,223.0
41.0,163.0,221.0,81.0,44.0
875.0,35.0,90.0,145.0,412.0
92.0,76.0,27.0,222.0,235.0
517.0,141.0,91.0,15.0,20.0
50.0,5.0,142.0,29.0,99.0
24.0,200.0,238.0,223.0,235.0
114.0,141.0,7.0,81.0,50.0
79.0,234.0,134.0,221.0,143.0
41.0,887.0,34.0,202.0,25.0
887.0,33.0,8.0,429.0,50.0
10.0,154.0,157.0,81.0,22.0
54.0,163.0,7.0,81.0,43.0
126.0,141.0,42.0,523.0,101.0
223.0,421.0,127.0,145.0,555.0
126.0,11.0,79.0,81.0,350.0
420.0,56.0,3.0,81.0,888.0
126.0,104.0,90.0,21.0,497.0
68.0,234.0,136.0,81.0,235.0
114.0,77.0,61.0,236.0,267.0
166.0,11.0,55.0,145.0,161.0
83.0,76.0,517.0,51.0,34.0
98.0,30.0,157.0,81.0,147.0
126.0,24.0,711.0,15.0,99.0
106.0,56.0,103.0,67.0,25.0
14.0,78.0,27.0,360.0,875.0
50.0,121.0,39.0,236.0,267.0
82.0,29.0,18.0,115.0,12.0
41.0,246.0,517.0,235.0,223.0
10.0,234.0,103.0,81.0,497.0
86.0,200.0,101.0,29.0,235.0
122.0,64.0,26.0,145.0,143.0
24.0,203.0,34.0,81.0,117.0
57.0,60.0,234.0,202.0,235.0
104.0,78.0,517.0,145.0,53.0
122.0,141.0,8.0,222.0,3.0
39.0,131.0,157.0,145.0,412.0
875.0,104.0,105.0,221.0,26.0
74.0,234.0,8.0,222.0,50.0
223.0,5.0,34.0,21.0,22.0
113.0,64.0,27.0,81.0,111.0
10.0,62.0,875.0,96.0,26.0
39.0,59.0,238.0,498.0,35.0
164.0,102.0,166.0,81.0,101.0
17.0,203.0,68.0,81.0,54.0
104.0,56.0,38.0,67.0,350.0
36.0,113.0,157.0,145.0,111.0
67.0,11.0,127.0,202.0,25.0
48.0,234.0,517.0,498.0,25.0
10.0,35.0,38.0,221.0,350.0
8.0,59.0,103.0,21.0,99.0
122.0,76.0,238.0,221.0,117.0
875.0,11.0,39.0,21.0,54.0
236.0,133.0,8.0,67.0,360.0
876.0,104.0,86.0,221.0,235.0
36.0,19.0,39.0,81.0,350.0
86.0,64.0,68.0,81.0,99.0
62.0,5.0,84.0,221.0,235.0
126.0,234.0,84.0,81.0,235.0
41.0,30.0,711.0,145.0,888.0
266.0,234.0,42.0,360.0,53.0
777.0,245.0,99.0,236.0,235.0
24.0,131.0,517.0,67.0,64.0
113.0,876.0,31.0,360.0,111.0
26.0,64.0,157.0,81.0,99.0
85.0,62.0,82.0,67.0,117.0
92.0,11.0,81.0,236.0,99.0
106.0,200.0,4.0,21.0,44.0
126.0,28.0,517.0,51.0,99.0
150.0,78.0,203.0,145.0,53.0
420.0,131.0,99.0,101.0,79.0
92.0,48.0,51.0,145.0,17.0
75.0,131.0,157.0,81.0,350.0
517.0,64.0,236.0,29.0,412.0
86.0,104.0,7.0,360.0,63.0
268.0,56.0,711.0,235.0,25.0
57.0,62.0,54.0,157.0,117.0
10.0,64.0,238.0,81.0,21.0
81.0,76.0,78.0,2.0,888.0
84.0,104.0,27.0,145.0,111.0
126.0,254.0,131.0,236.0,53.0
10.0,56.0,517.0,81.0,516.0
14.0,200.0,246.0,81.0,350.0
58.0,78.0,26.0,51.0,115.0
268.0,107.0,157.0,234.0,427.0
266.0,106.0,161.0,222.0,89.0
41.0,234.0,8.0,360.0,101.0
24.0,131.0,30.0,117.0,221.0
875.0,64.0,221.0,115.0,21.0
157.0,245.0,45.0,523.0,117.0
106.0,35.0,55.0,236.0,267.0
875.0,131.0,203.0,51.0,99.0
266.0,234.0,63.0,145.0,111.0
777.0,78.0,13.0,235.0,80.0
41.0,104.0,84.0,81.0,40.0
777.0,91.0,4.0,202.0,99.0
223.0,131.0,238.0,81.0,21.0
24.0,200.0,112.0,235.0,29.0
876.0,245.0,24.0,119.0,99.0
17.0,64.0,777.0,81.0,57.0
266.0,64.0,112.0,81.0,350.0
126.0,200.0,7.0,115.0,888.0
240.0,200.0,103.0,51.0,235.0
114.0,245.0,157.0,81.0,25.0
114.0,234.0,42.0,81.0,53.0
150.0,104.0,90.0,360.0,78.0
122.0,104.0,112.0,236.0,111.0
145.0,11.0,55.0,22.0,12.0
54.0,141.0,101.0,145.0,113.0
223.0,48.0,84.0,221.0,412.0
67.0,200.0,34.0,236.0,43.0
75.0,113.0,7.0,221.0,350.0
17.0,24.0,90.0,235.0,25.0
68.0,11.0,61.0,115.0,22.0
150.0,2.0,13.0,21.0,12.0
240.0,62.0,112.0,18.0,235.0
39.0,62.0,55.0,498.0,267.0
10.0,79.0,84.0,236.0,50.0
106.0,62.0,238.0,51.0,350.0
86.0,19.0,517.0,236.0,143.0
777.0,7.0,96.0,5.0,89.0
17.0,103.0,254.0,81.0,555.0
27.0,48.0,4.0,236.0,267.0
23.0,141.0,136.0,81.0,16.0
41.0,29.0,157.0,236.0,267.0
106.0,104.0,56.0,523.0,63.0
82.0,234.0,13.0,236.0,21.0
68.0,200.0,266.0,145.0,3.0
68.0,64.0,777.0,360.0,350.0
50.0,104.0,84.0,235.0,223.0
223.0,91.0,84.0,51.0,63.0
82.0,44.0,238.0,236.0,89.0
78.0,234.0,517.0,157.0,350.0
92.0,48.0,13.0,236.0,111.0
