,matchID,championID,position,win,kda
0,KR_5979587761,54,TOP,False,2.75
1,KR_5979587761,254,JUNGLE,False,3.0
2,KR_5979587761,517,MIDDLE,False,1.8333333333333333
3,KR_5979587761,51,BOTTOM,False,2.625
4,KR_5979587761,25,UTILITY,False,1.5555555555555556
5,KR_5979587761,10,TOP,True,2.142857142857143
6,KR_5979587761,59,JUNGLE,True,4.0
7,KR_5979587761,246,MIDDLE,True,3.857142857142857
8,KR_5979587761,21,BOTTOM,True,2.7142857142857144
9,KR_5979587761,117,UTILITY,True,6.75
10,KR_5981174335,516,TOP,False,1.75
11,KR_5981174335,104,JUNGLE,False,0.9
12,KR_5981174335,112,MIDDLE,False,0.7777777777777778
13,KR_5981174335,360,BOTTOM,False,4.0
14,KR_5981174335,89,UTILITY,False,2.25
15,KR_5981174335,92,TOP,True,9.0
16,KR_5981174335,76,JUNGLE,True,4.0
17,KR_5981174335,777,MIDDLE,True,4.333333333333333
18,KR_5981174335,21,BOTTOM,True,6.0
19,KR_5981174335,235,UTILITY,True,1.7142857142857142
20,KR_5981141738,24,TOP,False,0.16666666666666666
21,KR_5981141738,131,JUNGLE,False,0.8
22,KR_5981141738,157,MIDDLE,False,0.4
23,KR_5981141738,15,BOTTOM,False,0.3333333333333333
24,KR_5981141738,101,UTILITY,False,0.0
25,KR_5981141738,8,TOP,True,7.0
26,KR_5981141738,62,JUNGLE,True,4.5
27,KR_5981141738,777,MIDDLE,True,5.0
28,KR_5981141738,21,BOTTOM,True,6.0
29,KR_5981141738,99,UTILITY,True,11.0
30,KR_5990567346,41,TOP,True,2.5
31,KR_5990567346,121,JUNGLE,True,6.75
32,KR_5990567346,90,MIDDLE,True,3.5
33,KR_5990567346,21,BOTTOM,True,4.0
34,KR_5990567346,235,UTILITY,True,2.0
35,KR_5990567346,39,TOP,False,1.2857142857142858
36,KR_5990567346,35,JUNGLE,False,1.3636363636363635
37,KR_5990567346,45,MIDDLE,False,1.0
38,KR_5990567346,101,UTILITY,False,1.4285714285714286
39,KR_5990567346,81,BOTTOM,False,1.75
40,KR_5986111694,10,TOP,False,0.0
41,KR_5986111694,106,JUNGLE,False,0.8571428571428571
42,KR_5986111694,55,MIDDLE,False,1.0
43,KR_5986111694,81,BOTTOM,False,1.5
44,KR_5986111694,147,UTILITY,False,1.2
45,KR_5986111694,17,TOP,True,1.25
46,KR_5986111694,11,JUNGLE,True,8.0
47,KR_5986111694,777,MIDDLE,True,3.0
48,KR_5986111694,21,BOTTOM,True,3.0
49,KR_5986111694,25,UTILITY,True,7.0
50,KR_5998594670,517,TOP,False,2.111111111111111
51,KR_5998594670,113,JUNGLE,False,2.0
52,KR_5998594670,3,MIDDLE,False,0.9
53,KR_5998594670,81,BOTTOM,False,2.2857142857142856
54,KR_5998594670,350,UTILITY,False,2.142857142857143
55,KR_5998594670,875,TOP,True,1.0
56,KR_5998594670,11,JUNGLE,True,10.0
57,KR_5998594670,21,MIDDLE,True,9.0
58,KR_5998594670,145,BOTTOM,True,3.5
59,KR_5998594670,111,UTILITY,True,4.5
60,KR_6005420895,157,TOP,True,6.0
61,KR_6005420895,62,JUNGLE,True,2.5714285714285716
62,KR_6005420895,84,MIDDLE,True,2.5714285714285716
63,KR_6005420895,51,BOTTOM,True,2.142857142857143
64,KR_6005420895,25,UTILITY,True,2.1818181818181817
65,KR_6005420895,875,TOP,False,1.3333333333333333
66,KR_6005420895,35,JUNGLE,False,2.7777777777777777
67,KR_6005420895,55,MIDDLE,False,3.125
68,KR_6005420895,81,BOTTOM,False,5.2
69,KR_6005420895,43,UTILITY,False,2.2222222222222223
70,KR_6005336072,420,TOP,False,1.0
71,KR_6005336072,30,JUNGLE,False,1.125
72,KR_6005336072,777,MIDDLE,False,0.4
73,KR_6005336072,236,BOTTOM,False,1.0
74,KR_6005336072,412,UTILITY,False,0.6363636363636364
75,KR_6005336072,67,TOP,True,1.0
76,KR_6005336072,5,JUNGLE,True,20.0
77,KR_6005336072,55,MIDDLE,True,5.0
78,KR_6005336072,221,BOTTOM,True,4.5
79,KR_6005336072,89,UTILITY,True,18.0
80,KR_5956109791,85,TOP,False,0.6666666666666666
81,KR_5956109791,163,JUNGLE,False,2.8333333333333335
82,KR_5956109791,63,MIDDLE,False,2.0
83,KR_5956109791,145,BOTTOM,False,1.625
84,KR_5956109791,117,UTILITY,False,1.625
85,KR_5956109791,10,TOP,True,2.6
86,KR_5956109791,104,JUNGLE,True,4.0
87,KR_5956109791,103,MIDDLE,True,2.2
88,KR_5956109791,96,BOTTOM,True,2.4285714285714284
89,KR_5956109791,16,UTILITY,True,25.0
90,KR_6005835681,110,TOP,False,0.2857142857142857
91,KR_6005835681,30,JUNGLE,False,0.7
92,KR_6005835681,39,MIDDLE,False,1.0
93,KR_6005835681,145,BOTTOM,False,0.7142857142857143
94,KR_6005835681,350,UTILITY,False,1.0
95,KR_6005835681,114,TOP,True,16.0
96,KR_6005835681,102,JUNGLE,True,5.333333333333333
